fips,RegionName,year,zhvi_annual,STNAME,CTYNAME,domestic_mig,population,rdomestic_mig,yoy_growth,boom_growth_2020_2022,cooling_delta_2024_vs_2022,yoy_volatility,cluster,cluster_name
12127,Volusia County,2021,261891.49939936635,Florida,Volusia County,14832,566481,26.433013465,0.1732287079723298,0.4473021498640475,-0.2223459267883953,0.1077350175749254,2,Balanced growth markets
12127,Volusia County,2022,323070.9643705388,Florida,Volusia County,15415,580481,26.87970482,0.2336061503007318,0.4473021498640475,-0.2223459267883953,0.1077350175749254,2,Balanced growth markets
12127,Volusia County,2023,333942.7649966462,Florida,Volusia County,12009,592622,20.473905531,0.0336514321158192,0.4473021498640475,-0.2223459267883953,0.1077350175749254,2,Balanced growth markets
12127,Volusia County,2024,337703.0351708361,Florida,Volusia County,9724,602772,16.269112945,0.0112602235123364,0.4473021498640475,-0.2223459267883953,0.1077350175749254,2,Balanced growth markets
12129,Wakulla County,2020,189788.7439111468,Florida,Wakulla County,130,33903,,,0.3577031723429202,-0.1313319224517952,0.0705752150397736,0,Stable markets
12129,Wakulla County,2021,220725.63411785697,Florida,Wakulla County,470,34287,13.785012465,0.1630069811789991,0.3577031723429202,-0.1313319224517952,0.0705752150397736,0,Stable markets
12129,Wakulla County,2022,257676.7796831421,Florida,Wakulla County,934,35159,26.898597471,0.1674075859515029,0.3577031723429202,-0.1313319224517952,0.0705752150397736,0,Stable markets
12129,Wakulla County,2023,270774.71071422496,Florida,Wakulla County,1300,36472,36.297133922,0.0508308550238365,0.3577031723429202,-0.1313319224517952,0.0705752150397736,0,Stable markets
12129,Wakulla County,2024,280543.088062182,Florida,Wakulla County,636,37115,17.28566187,0.0360756634997077,0.3577031723429202,-0.1313319224517952,0.0705752150397736,0,Stable markets
12131,Walton County,2020,436024.9043676946,Florida,Walton County,648,75891,,,0.6180301902362071,-0.3136086190641558,0.1654394513418293,1,Migration boom markets
12131,Walton County,2021,548442.096938675,Florida,Walton County,4082,79744,52.45606708,0.2578228707692815,0.6180301902362071,-0.3136086190641558,0.1654394513418293,1,Migration boom markets
12131,Walton County,2022,705501.4589617848,Florida,Walton County,2986,83100,36.673135025,0.2863736443642686,0.6180301902362071,-0.3136086190641558,0.1654394513418293,1,Migration boom markets
12131,Walton County,2023,706326.6212634138,Florida,Walton County,2779,86338,32.802559048,0.0011696110492007,0.6180301902362071,-0.3136086190641558,0.1654394513418293,1,Migration boom markets
12131,Walton County,2024,687089.8336034479,Florida,Walton County,2881,89666,32.737892321,-0.0272349746998872,0.6180301902362071,-0.3136086190641558,0.1654394513418293,1,Migration boom markets
12133,Washington County,2020,144608.31522501996,Florida,Washington County,33,25314,,,0.3834838046774516,-0.095086396664757,0.0893153789429149,0,Stable markets
12133,Washington County,2021,175851.10760326413,Florida,Washington County,-308,24856,-12.27825394,0.2160511470562971,0.3834838046774516,-0.095086396664757,0.0893153789429149,0,Stable markets
12133,Washington County,2022,200063.26213550687,Florida,Washington County,615,25426,24.462034128,0.1376855389894247,0.3834838046774516,-0.095086396664757,0.0893153789429149,0,Stable markets
12133,Washington County,2023,204771.0140665438,Florida,Washington County,154,25545,6.0426517039,0.0235313164485355,0.3834838046774516,-0.095086396664757,0.0893153789429149,0,Stable markets
12133,Washington County,2024,213494.08363873104,Florida,Washington County,975,26503,37.465416539,0.0425991423246676,0.3834838046774516,-0.095086396664757,0.0893153789429149,0,Stable markets
